Symbol,Trade Type,Entry DateTime,Exit DateTime,Entry Price,Exit Price,Trade Quantity,Max Open Quantity,Max Closed Quantity,Profit/Loss (C),Cumulative Profit/Loss (C),FlatToFlat Profit/Loss (C),FlatToFlat Max Open Profit (C),FlatToFlat Max Open Loss (C),Max Open Profit (C),Max Open Loss (C),Entry Efficiency,Exit Efficiency,Total Efficiency,Commission (C),High Price While Open,Low Price While Open,Note,Open Position Quantity,Close Position Quantity,Duration
[Sim]F.US.MESH23,Short,2023-01-17  15:56:32.093 BP,2023-01-17  16:00:18.114 EP,4018.50,4020.00,1,1,1,-8.50,-212.25,-8.50 F,11.25,-12.50,11.25,-12.50,100.0%,16.8%,-35.8%,1.00,4021.00,4016.25,,1,0,00:03:46
[Sim]F.US.MESH23,Long,2023-01-17  16:00:21.099 BP,2023-01-17  16:32:09.261 EP,4022.50,4025.75,1,1,1,15.25,-197.00,15.25 F,63.75,0.00,63.75,0.00,100.0%,23.9%,23.9%,1.00,4035.25,4022.50,,1,0,00:31:48
[Sim]F.US.MESH23,Short,2023-01-17  16:32:09.431 BP,2023-01-17  16:43:44.411 EP,4025.75,4013.00,1,1,1,62.75,-134.25,62.75 F,75.00,-6.25,75.00,-6.25,100.0%,84.9%,77.2%,1.00,4027.00,4010.75,,1,0,00:11:34
[Sim]F.US.MESH23,Short,2023-01-17  16:45:29.147 BP,2023-01-17  16:47:23.398 EP,4014.75,4017.50,1,1,1,-14.75,-149.00,-14.75 F,2.50,-13.75,2.50,-13.75,100.0%,-6.2%,-90.8%,1.00,4017.50,4014.25,,1,0,00:01:54
[Sim]F.US.MESH23,Short,2023-01-18  15:36:41.778 BP,2023-01-18  15:38:07.141 EP,4022.50,4018.75,1,1,1,17.75,-131.25,17.75 F,32.50,-5.00,32.50,-5.00,100.0%,60.7%,47.3%,1.00,4023.50,4016.00,,1,0,00:01:25
[Sim]F.US.MESH23,Short,2023-01-18  15:40:53.533 BP,2023-01-18  15:41:34.686 EP,4022.00,4024.50,1,1,1,-13.50,-144.75,-13.50 F,2.50,-13.75,2.50,-13.75,100.0%,1.5%,-83.1%,1.00,4024.75,4021.50,,1,0,00:00:41
[Sim]F.US.MESH23,Short,2023-01-18  15:50:03.616 BP,2023-01-18  15:50:35.618 EP,4023.75,4026.25,1,1,1,-13.50,-158.25,-13.50 F,3.75,-12.50,3.75,-12.50,100.0%,-6.2%,-83.1%,1.00,4026.25,4023.00,,1,0,00:00:32
[Sim]F.US.MESH23,Short,2023-01-18  15:51:12.168 BP,2023-01-18  15:55:01.687 EP,4027.75,4024.75,1,1,1,14.00,-144.25,14.00 F,21.25,-2.50,21.25,-2.50,100.0%,69.5%,58.9%,1.00,4028.25,4023.50,,1,0,00:03:49
[Sim]F.US.MESH23,Short,2023-01-18  15:58:41.145 BP,2023-01-18  16:00:00.969 EP,4027.25,4029.25,1,1,1,-11.00,-155.25,-11.00 F,6.25,-16.25,6.25,-16.25,100.0%,23.3%,-48.9%,1.00,4030.50,4026.00,,1,0,00:01:19
[Sim]F.US.MESH23,Long,2023-01-18  16:00:20.584 BP,2023-01-18  16:00:34.956 EP,4031.00,4028.50,1,1,1,-13.50,-168.75,-13.50 F,0.00,-12.50,0.00,-12.50,100.0%,-8.0%,-108.0%,1.00,4031.00,4028.50,,1,0,00:00:14
[Sim]F.US.MESH23,Short,2023-01-18  16:01:03.294 BP,2023-01-18  16:01:33.353 EP,4028.00,4030.50,1,1,1,-13.50,-182.25,-13.50 F,2.50,-12.50,2.50,-12.50,100.0%,-6.7%,-90.0%,1.00,4030.50,4027.50,,1,0,00:00:30
[Sim]F.US.MESH23,Long,2023-01-18  16:04:15.789 BP,2023-01-18  16:11:20.945 EP,4029.00,4026.50,1,1,1,-13.50,-195.75,-13.50 F,21.25,-13.75,21.25,-13.75,100.0%,0.7%,-38.6%,1.00,4033.25,4026.25,,1,0,00:07:05
[Sim]F.US.MESH23,Short,2023-01-18  16:11:58.235 BP,2023-01-18  16:12:44.458 EP,4026.25,4028.50,1,1,1,-12.25,-208.00,-12.25 F,1.25,-12.50,1.25,-12.50,100.0%,1.8%,-89.1%,1.00,4028.75,4026.00,,1,0,00:00:46
[Sim]F.US.MESH23,Short,2023-01-18  16:13:33.698 BP,2023-01-18  16:15:35.600 EP,4027.25,4029.75,1,1,1,-13.50,-221.50,-13.50 F,8.75,-12.50,8.75,-12.50,100.0%,-4.7%,-63.5%,1.00,4029.75,4025.50,,1,0,00:02:01
[Sim]F.US.MESH23,Short,2023-01-18  16:16:35.470 BP,2023-01-18  16:19:38.410 EP,4028.75,4019.75,1,1,1,44.00,-177.50,44.00 F,56.25,-6.25,56.25,-6.25,100.0%,80.4%,70.4%,1.00,4030.00,4017.50,,1,0,00:03:02
[Sim]F.US.MESH23,Long,2023-01-18  16:32:23.226 BP,2023-01-18  16:33:56.357 EP,4022.00,4019.50,1,1,1,-13.50,-191.00,-13.50 F,5.00,-12.50,5.00,-12.50,100.0%,-5.7%,-77.1%,1.00,4023.00,4019.50,,1,0,00:01:33
[Sim]F.US.MESH23,Short,2023-01-18  16:37:59.468 BP,2023-01-18  16:40:27.634 EP,4015.75,4014.25,1,1,1,6.50,-184.50,6.50 F,17.50,-5.00,17.50,-5.00,100.0%,51.1%,28.9%,1.00,4016.75,4012.25,,1,0,00:02:28
[Sim]F.US.MESH23,Short,2023-01-18  16:41:04.193 BP,2023-01-18  16:43:16.761 EP,4014.25,4009.00,1,1,1,25.25,-159.25,25.25 F,32.50,0.00,32.50,0.00,100.0%,77.7%,77.7%,1.00,4014.25,4007.75,,1,0,00:02:12
[Sim]F.US.MESH23,Short,2023-01-18  16:44:27.073 BP,2023-01-18  16:44:47.011 EP,4005.75,4008.00,1,1,1,-12.25,-171.50,-12.25 F,0.00,-11.25,0.00,-11.25,100.0%,-8.9%,-108.9%,1.00,4008.00,4005.75,,1,0,00:00:19
[Sim]F.US.MESH23,Short,2023-01-18  16:56:42.799 BP,2023-01-18  16:56:57.562 EP,3996.50,3998.75,1,1,1,-12.25,-183.75,-12.25 F,0.00,-11.25,0.00,-11.25,100.0%,-8.9%,-108.9%,1.00,3998.75,3996.50,,1,0,00:00:14
[Sim]F.US.MESH23,Short,2023-01-18  16:57:20.600 BP,2023-01-18  16:57:48.462 EP,3999.50,4002.00,1,1,1,-13.50,-197.25,-13.50 F,1.25,-12.50,1.25,-12.50,100.0%,-7.3%,-98.2%,1.00,4002.00,3999.25,,1,0,00:00:27
[Sim]F.US.MESH23,Long,2023-01-18  16:57:52.927 BP,2023-01-18  17:04:06.280 EP,4002.00,4002.50,1,1,1,1.50,-195.75,1.50 F,18.75,-1.25,18.75,-1.25,100.0%,13.7%,7.5%,1.00,4005.75,4001.75,,1,0,00:06:13
[Sim]F.US.MESH23,Short,2023-01-18  17:04:06.547 BP,2023-01-18  17:05:08.473 EP,4002.25,4001.25,1,1,1,4.00,-191.75,4.00 F,7.50,-1.25,7.50,-1.25,100.0%,60.0%,45.7%,1.00,4002.50,4000.75,,1,0,00:01:01
[Sim]F.US.MESH23,Short,2023-01-18  17:05:14.515 BP,2023-01-18  17:06:41.162 EP,4000.50,3996.25,1,1,1,20.25,-171.50,20.25 F,32.50,-1.25,32.50,-1.25,100.0%,63.7%,60.0%,1.00,4000.75,3994.00,,1,0,00:01:26
[Sim]F.US.MESH23,Short,2023-01-18  17:07:15.222 BP,2023-01-18  17:07:22.691 EP,3991.00,3993.50,1,1,1,-13.50,-185.00,-13.50 F,0.00,-12.50,0.00,-12.50,100.0%,-8.0%,-108.0%,1.00,3993.50,3991.00,,1,0,00:00:07
[Sim]F.US.MESH23,Short,2023-01-18  17:07:50.178 BP,2023-01-18  17:23:05.133 EP,3993.00,3983.75,1,1,1,45.25,-139.75,45.25 F,55.00,-10.00,55.00,-10.00,100.0%,85.0%,69.6%,1.00,3995.00,3982.00,,1,0,00:15:14
[Sim]F.US.MESH23,Short,2023-01-18  17:28:26.591 BP,2023-01-18  17:31:24.752 EP,3987.00,3983.25,1,1,1,17.75,-122.00,17.75 F,25.00,0.00,25.00,0.00,100.0%,71.0%,71.0%,1.00,3987.00,3982.00,,1,0,00:02:58
[Sim]F.US.MESH23,Short,2023-01-19  15:36:06.826 BP,2023-01-19  15:36:30.082 EP,3923.25,3925.75,1,1,1,-13.50,-135.50,-13.50 F,5.00,-12.50,5.00,-12.50,100.0%,-5.7%,-77.1%,1.00,3925.75,3922.25,,1,0,00:00:23
[Sim]F.US.MESH23,Short,2023-01-19  15:37:13.605 BP,2023-01-19  15:37:29.036 EP,3923.25,3925.75,1,1,1,-13.50,-149.00,-13.50 F,0.00,-12.50,0.00,-12.50,100.0%,-8.0%,-108.0%,1.00,3925.75,3923.25,,1,0,00:00:15
[Sim]F.US.MESH23,Short,2023-01-19  15:37:48.273 BP,2023-01-19  15:38:38.018 EP,3925.75,3928.25,1,1,1,-13.50,-162.50,-13.50 F,1.25,-12.50,1.25,-12.50,100.0%,-7.3%,-98.2%,1.00,3928.25,3925.50,,1,0,00:00:49
[Sim]F.US.MESH23,Short,2023-01-19  15:39:07.917 BP,2023-01-19  15:39:36.369 EP,3928.75,3931.25,1,1,1,-13.50,-176.00,-13.50 F,0.00,-12.50,0.00,-12.50,100.0%,-8.0%,-108.0%,1.00,3931.25,3928.75,,1,0,00:00:28
[Sim]F.US.MESH23,Short,2023-01-19  15:40:16.887 BP,2023-01-19  15:41:28.008 EP,3930.50,3932.75,1,1,1,-12.25,-188.25,-12.25 F,11.25,-12.50,11.25,-12.50,100.0%,1.1%,-51.6%,1.00,3933.00,3928.25,,1,0,00:01:11
[Sim]F.US.MESH23,Long,2023-01-19  15:41:52.935 BP,2023-01-19  15:42:03.476 EP,3932.50,3930.00,1,1,1,-13.50,-201.75,-13.50 F,0.00,-13.75,0.00,-13.75,100.0%,1.8%,-98.2%,1.00,3932.50,3929.75,,1,0,00:00:10
[Sim]F.US.MESH23,Short,2023-01-19  15:42:06.336 BP,2023-01-19  15:50:38.020 EP,3929.75,3920.00,1,1,1,47.75,-154.00,47.75 F,70.00,-1.25,70.00,-1.25,100.0%,68.8%,67.0%,1.00,3930.00,3915.75,,1,0,00:08:31
[Sim]F.US.MESH23,Short,2023-01-19  15:51:09.608 BP,2023-01-19  15:53:14.677 EP,3920.50,3920.00,1,1,1,1.50,-152.50,1.50 F,11.25,-6.25,11.25,-6.25,100.0%,44.3%,8.6%,1.00,3921.75,3918.25,,1,0,00:02:05
[Sim]F.US.MESH23,Short,2023-01-19  16:09:16.238 BP,2023-01-19  16:13:10.335 EP,3927.00,3917.25,1,1,1,47.75,-104.75,47.75 F,70.00,-6.25,70.00,-6.25,100.0%,70.8%,62.6%,1.00,3928.25,3913.00,,1,0,00:03:54
[Sim]F.US.MESH23,Short,2023-01-19  16:15:09.920 BP,2023-01-19  16:16:13.884 EP,3916.75,3919.25,1,1,1,-13.50,-118.25,-13.50 F,3.75,-12.50,3.75,-12.50,100.0%,-6.2%,-83.1%,1.00,3919.25,3916.00,,1,0,00:01:03
[Sim]F.US.MESH23,Short,2023-01-20  15:32:54.830 BP,2023-01-20  15:35:28.363 EP,3918.50,3917.50,1,1,1,4.00,-114.25,4.00 F,23.75,-15.00,23.75,-15.00,100.0%,49.0%,10.3%,1.00,3921.50,3913.75,,1,0,00:02:33
[Sim]F.US.MESH23,Short,2023-01-20  15:36:10.468 BP,2023-01-20  15:36:29.509 EP,3914.50,3917.00,1,1,1,-13.50,-127.75,-13.50 F,5.00,-12.50,5.00,-12.50,100.0%,-5.7%,-77.1%,1.00,3917.00,3913.50,,1,0,00:00:19
[Sim]F.US.MESH23,Short,2023-01-20  15:36:59.940 BP,2023-01-20  15:39:31.804 EP,3916.50,3919.00,1,1,1,-13.50,-141.25,-13.50 F,21.25,-12.50,21.25,-12.50,100.0%,-3.0%,-40.0%,1.00,3919.00,3912.25,,1,0,00:02:31
[Sim]F.US.MESH23,Short,2023-01-20  15:41:10.398 BP,2023-01-20  15:41:39.158 EP,3918.25,3920.75,1,1,1,-13.50,-154.75,-13.50 F,1.25,-13.75,1.25,-13.75,100.0%,1.7%,-90.0%,1.00,3921.00,3918.00,,1,0,00:00:28
[Sim]F.US.MESH23,Short,2023-01-20  15:44:24.056 BP,2023-01-20  15:51:47.853 EP,3923.50,3926.00,1,1,1,-13.50,-168.25,-13.50 F,12.50,-13.75,12.50,-13.75,100.0%,1.0%,-51.4%,1.00,3926.25,3921.00,,1,0,00:07:23
[Sim]F.US.MESH23,Long,2023-01-20  15:52:33.879 BP,2023-01-20  15:53:20.619 EP,3929.00,3926.50,1,1,1,-13.50,-181.75,-13.50 F,1.25,-12.50,1.25,-12.50,100.0%,-7.3%,-98.2%,1.00,3929.25,3926.50,,1,0,00:00:46
[Sim]F.US.MESH23,Short,2023-01-20  16:04:26.403 BP,2023-01-20  16:05:15.634 EP,3926.75,3929.25,1,1,1,-13.50,-195.25,-13.50 F,3.75,-12.50,3.75,-12.50,100.0%,-6.2%,-83.1%,1.00,3929.25,3926.00,,1,0,00:00:49
[Sim]F.US.MESH23,Long,2023-01-20  16:06:19.756 BP,2023-01-20  16:09:17.203 EP,3931.50,3935.00,1,1,1,16.50,-178.75,16.50 F,27.50,-1.25,27.50,-1.25,100.0%,61.7%,57.4%,1.00,3937.00,3931.25,,1,0,00:02:57
[Sim]F.US.MESH23,Long,2023-01-20  16:10:52.232 BP,2023-01-20  16:11:12.696 EP,3936.50,3934.00,1,1,1,-13.50,-192.25,-13.50 F,0.00,-12.50,0.00,-12.50,100.0%,-8.0%,-108.0%,1.00,3936.50,3934.00,,1,0,00:00:20
[Sim]F.US.MESH23,Long,2023-01-20  16:12:45.587 BP,2023-01-20  16:14:57.783 EP,3935.25,3932.00,1,1,1,-17.25,-209.50,-17.25 F,2.50,-16.25,2.50,-16.25,100.0%,-5.3%,-92.0%,1.00,3935.75,3932.00,,1,0,00:02:12
[Sim]F.US.MESH23,Short,2023-01-20  16:15:03.075 BP,2023-01-20  16:19:52.747 EP,3932.00,3930.50,1,1,1,6.50,-203.00,6.50 F,20.00,-6.25,20.00,-6.25,100.0%,48.6%,24.8%,1.00,3933.25,3928.00,,1,0,00:04:49
[Sim]F.US.MESH23,Short,2023-01-20  16:20:29.033 BP,2023-01-20  16:20:56.929 EP,3929.25,3931.75,1,1,1,-13.50,-216.50,-13.50 F,0.00,-12.50,0.00,-12.50,100.0%,-8.0%,-108.0%,1.00,3931.75,3929.25,,1,0,00:00:27
[Sim]F.US.MESH23,Long,2023-01-20  16:21:03.452 BP,2023-01-20  16:25:20.908 EP,3931.75,3932.75,1,1,1,4.00,-212.50,4.00 F,18.75,-1.25,18.75,-1.25,100.0%,26.2%,20.0%,1.00,3935.50,3931.50,,1,0,00:04:17
[Sim]F.US.MESH23,Long,2023-01-20  16:29:47.443 BP,2023-01-20  16:31:28.964 EP,3939.50,3937.75,1,1,1,-9.75,-222.25,-9.75 F,6.25,-8.75,6.25,-8.75,100.0%,-6.7%,-65.0%,1.00,3940.75,3937.75,,1,0,00:01:41
[Sim]F.US.MESH23,Short,2023-01-20  16:33:10.125 BP,2023-01-20  16:56:44.966 EP,3937.50,3938.25,1,1,1,-4.75,-227.00,-4.75 F,25.00,-6.25,25.00,-6.25,100.0%,4.8%,-15.2%,1.00,3938.75,3932.50,,1,0,00:23:34
[Sim]F.US.MESH23,Long,2023-01-20  16:56:45.309 BP,2023-01-20  16:57:36.895 EP,3938.25,3937.00,1,1,1,-7.25,-234.25,-7.25 F,5.00,-6.25,5.00,-6.25,100.0%,-8.9%,-64.4%,1.00,3939.25,3937.00,,1,0,00:00:51
[Sim]F.US.MESH23,Long,2023-01-20  17:02:31.642 BP,2023-01-20  17:11:56.224 EP,3941.00,3946.25,1,1,1,25.25,-209.00,25.25 F,30.00,-1.25,30.00,-1.25,100.0%,84.8%,80.8%,1.00,3947.00,3940.75,,1,0,00:09:24
[Sim]F.US.MESH23,Short,2023-01-23  15:33:48.112 BP,2023-01-23  15:35:16.287 EP,3991.25,3993.50,1,1,1,-12.25,-221.25,-12.25 F,17.50,-11.25,17.50,-11.25,100.0%,-3.5%,-42.6%,1.00,3993.50,3987.75,,1,0,00:01:28
[Sim]F.US.MESH23,Short,2023-01-23  15:35:27.126 BP,2023-01-23  15:35:36.760 EP,3992.50,3994.75,1,1,1,-12.25,-233.50,-12.25 F,2.50,-12.50,2.50,-12.50,100.0%,1.7%,-81.7%,1.00,3995.00,3992.00,,1,0,00:00:09
[Sim]F.US.MESH23,Long,2023-01-23  15:35:39.301 BP,2023-01-23  15:36:00.724 EP,3995.25,3992.75,1,1,1,-13.50,-247.00,-13.50 F,2.50,-12.50,2.50,-12.50,100.0%,-6.7%,-90.0%,1.00,3995.75,3992.75,,1,0,00:00:21
[Sim]F.US.MESH23,Short,2023-01-23  15:36:03.101 BP,2023-01-23  15:40:10.547 EP,3992.75,3995.25,1,1,1,-13.50,-260.50,-13.50 F,23.75,-12.50,23.75,-12.50,100.0%,-2.8%,-37.2%,1.00,3995.25,3988.00,,1,0,00:04:07
[Sim]F.US.MESH23,Long,2023-01-23  15:40:27.723 BP,2023-01-23  15:41:24.421 EP,3995.75,3993.25,1,1,1,-13.50,-274.00,-13.50 F,1.25,-12.50,1.25,-12.50,100.0%,-7.3%,-98.2%,1.00,3996.00,3993.25,,1,0,00:00:56
[Sim]F.US.MESH23,Long,2023-01-23  15:42:44.547 BP,2023-01-23  15:52:19.635 EP,3995.75,4009.25,1,1,1,66.50,-207.50,66.50 F,75.00,-5.00,75.00,-5.00,100.0%,89.4%,83.1%,1.00,4010.75,3994.75,,1,0,00:09:35
[Sim]F.US.MESH23,Long,2023-01-23  15:52:52.397 BP,2023-01-23  15:54:28.570 EP,4011.00,4010.00,1,1,1,-6.00,-213.50,-6.00 F,7.50,-6.25,7.50,-6.25,100.0%,1.8%,-43.6%,1.00,4012.50,4009.75,,1,0,00:01:36
[Sim]F.US.MESH23,Long,2023-01-23  15:55:42.893 BP,2023-01-23  15:56:37.813 EP,4011.50,4009.00,1,1,1,-13.50,-227.00,-13.50 F,3.75,-12.50,3.75,-12.50,100.0%,-6.2%,-83.1%,1.00,4012.25,4009.00,,1,0,00:00:54
[Sim]F.US.MESH23,Long,2023-01-23  15:56:47.840 BP,2023-01-23  15:57:11.723 EP,4010.00,4007.50,1,1,1,-13.50,-240.50,-13.50 F,1.25,-12.50,1.25,-12.50,100.0%,-7.3%,-98.2%,1.00,4010.25,4007.50,,1,0,00:00:23
[Sim]F.US.MESH23,Long,2023-01-23  16:02:21.769 BP,2023-01-23  16:04:24.644 EP,4013.25,4010.75,1,1,1,-13.50,-254.00,-13.50 F,2.50,-12.50,2.50,-12.50,100.0%,-6.7%,-90.0%,1.00,4013.75,4010.75,,1,0,00:02:02
[Sim]F.US.MESH23,Long,2023-01-23  16:07:45.471 BP,2023-01-23  16:14:42.833 EP,4008.25,4014.75,1,1,1,31.50,-222.50,31.50 F,46.25,-5.00,46.25,-5.00,100.0%,71.2%,61.5%,1.00,4017.50,4007.25,,1,0,00:06:57
[Sim]F.US.MESH23,Long,2023-01-23  16:24:39.113 BP,2023-01-23  16:25:52.174 EP,4021.25,4020.50,1,1,1,-4.75,-227.25,-4.75 F,11.25,-3.75,11.25,-3.75,100.0%,-6.7%,-31.7%,1.00,4023.50,4020.50,,1,0,00:01:13
[Sim]F.US.MESH23,Long,2023-01-23  16:28:55.027 BP,2023-01-23  16:29:26.813 EP,4024.00,4022.00,1,1,1,-11.00,-238.25,-11.00 F,1.25,-10.00,1.25,-10.00,100.0%,-8.9%,-97.8%,1.00,4024.25,4022.00,,1,0,00:00:31
[Sim]F.US.MESH23,Long,2023-01-23  16:29:33.203 BP,2023-01-23  16:31:35.038 EP,4022.75,4024.25,1,1,1,6.50,-231.75,6.50 F,16.25,-5.00,16.25,-5.00,100.0%,54.1%,30.6%,1.00,4026.00,4021.75,,1,0,00:02:01
[Sim]F.US.MESH23,Long,2023-01-23  16:32:11.114 BP,2023-01-23  16:33:09.335 EP,4026.00,4023.50,1,1,1,-13.50,-245.25,-13.50 F,0.00,-12.50,0.00,-12.50,100.0%,-8.0%,-108.0%,1.00,4026.00,4023.50,,1,0,00:00:58
[Sim]F.US.MESH23,Long,2023-01-23  16:37:09.124 BP,2023-01-23  16:42:17.448 EP,4024.00,4021.50,1,1,1,-13.50,-258.75,-13.50 F,8.75,-12.50,8.75,-12.50,100.0%,-4.7%,-63.5%,1.00,4025.75,4021.50,,1,0,00:05:08
[Sim]F.US.MESH23,Short,2023-01-23  16:48:08.931 BP,2023-01-23  16:48:32.061 EP,4025.75,4028.00,1,1,1,-12.25,-271.00,-12.25 F,0.00,-11.25,0.00,-11.25,100.0%,-8.9%,-108.9%,1.00,4028.00,4025.75,,1,0,00:00:23
[Sim]F.US.MESH23,Long,2023-01-23  16:48:32.244 BP,2023-01-23  16:59:25.486 EP,4028.00,4029.25,1,1,1,5.25,-265.75,5.25 F,23.75,-3.75,23.75,-3.75,100.0%,32.7%,19.1%,1.00,4032.75,4027.25,,1,0,00:10:53
[Sim]F.US.MESH23,Long,2023-01-23  17:03:14.405 BP,2023-01-23  17:05:19.937 EP,4034.50,4038.75,1,1,1,20.25,-245.50,20.25 F,37.50,-3.75,37.50,-3.75,100.0%,58.2%,49.1%,1.00,4042.00,4033.75,,1,0,00:02:05
[Sim]F.US.MESH23,Long,2023-01-23  17:07:08.774 BP,2023-01-23  17:20:15.997 EP,4043.50,4049.25,1,1,1,27.75,-217.75,27.75 F,37.50,-11.25,37.50,-11.25,100.0%,80.0%,56.9%,1.00,4051.00,4041.25,,1,0,00:13:07
[Sim]F.US.MESH23,Long,2023-01-23  17:30:01.730 BP,2023-01-23  17:36:21.130 EP,4039.50,4037.25,1,1,1,-12.25,-230.00,-12.25 F,15.00,-11.25,15.00,-11.25,100.0%,-3.8%,-46.7%,1.00,4042.50,4037.25,,1,0,00:06:19
[Sim]F.US.MESH23,Long,2023-01-24  15:33:47.073 BP,2023-01-24  15:34:43.837 EP,4019.25,4016.75,1,1,1,-13.50,-243.50,-13.50 F,2.50,-13.75,2.50,-13.75,100.0%,1.5%,-83.1%,1.00,4019.75,4016.50,,1,0,00:00:56
[Sim]F.US.MESH23,Short,2023-01-24  15:36:00.021 BP,2023-01-24  15:36:26.813 EP,4013.00,4015.50,1,1,1,-13.50,-257.00,-13.50 F,1.25,-12.50,1.25,-12.50,100.0%,-7.3%,-98.2%,1.00,4015.50,4012.75,,1,0,00:00:26
[Sim]F.US.MESH23,Short,2023-01-24  15:36:51.956 BP,2023-01-24  15:42:22.208 EP,4014.00,4016.50,1,1,1,-13.50,-270.50,-13.50 F,25.00,-12.50,25.00,-12.50,100.0%,-2.7%,-36.0%,1.00,4016.50,4009.00,,1,0,00:05:30
[Sim]F.US.MESH23,Short,2023-01-24  15:42:39.494 BP,2023-01-24  15:45:16.622 EP,4015.75,4018.25,1,1,1,-13.50,-284.00,-13.50 F,22.50,-12.50,22.50,-12.50,100.0%,-2.9%,-38.6%,1.00,4018.25,4011.25,,1,0,00:02:37
[Sim]F.US.MESH23,Long,2023-01-24  15:45:35.542 BP,2023-01-24  15:45:50.412 EP,4017.50,4015.00,1,1,1,-13.50,-297.50,-13.50 F,5.00,-12.50,5.00,-12.50,100.0%,-5.7%,-77.1%,1.00,4018.50,4015.00,,1,0,00:00:14
[Sim]F.US.MESH23,Long,2023-01-24  15:47:05.359 BP,2023-01-24  15:50:21.306 EP,4023.25,4020.75,1,1,1,-13.50,-311.00,-13.50 F,15.00,-12.50,15.00,-12.50,100.0%,-3.6%,-49.1%,1.00,4026.25,4020.75,,1,0,00:03:15
[Sim]F.US.MESH23,Short,2023-01-24  15:50:23.811 BP,2023-01-24  15:50:59.267 EP,4020.50,4023.00,1,1,1,-13.50,-324.50,-13.50 F,0.00,-13.75,0.00,-13.75,100.0%,1.8%,-98.2%,1.00,4023.25,4020.50,,1,0,00:00:35
[Sim]F.US.MESH23,Long,2023-01-24  15:51:04.592 BP,2023-01-24  15:56:55.595 EP,4024.50,4022.00,1,1,1,-13.50,-338.00,-13.50 F,31.25,-12.50,31.25,-12.50,100.0%,-2.3%,-30.9%,1.00,4030.75,4022.00,,1,0,00:05:51
[Sim]F.US.MESH23,Short,2023-01-24  15:57:21.801 BP,2023-01-24  15:58:15.514 EP,4019.50,4017.50,1,1,1,9.00,-329.00,9.00 F,18.75,-1.25,18.75,-1.25,100.0%,51.2%,45.0%,1.00,4019.75,4015.75,,1,0,00:00:53
[Sim]F.US.MESH23,Long,2023-01-24  15:58:50.675 BP,2023-01-24  15:59:04.627 EP,4018.75,4016.25,1,1,1,-13.50,-342.50,-13.50 F,0.00,-12.50,0.00,-12.50,100.0%,-8.0%,-108.0%,1.00,4018.75,4016.25,,1,0,00:00:13
[Sim]F.US.MESH23,Short,2023-01-24  15:59:33.357 BP,2023-01-24  16:00:19.687 EP,4012.75,4015.25,1,1,1,-13.50,-356.00,-13.50 F,7.50,-12.50,7.50,-12.50,100.0%,-5.0%,-67.5%,1.00,4015.25,4011.25,,1,0,00:00:46
[Sim]F.US.MESH23,Long,2023-01-24  16:00:21.598 BP,2023-01-24  16:00:42.010 EP,4015.25,4012.75,1,1,1,-13.50,-369.50,-13.50 F,5.00,-12.50,5.00,-12.50,100.0%,-5.7%,-77.1%,1.00,4016.25,4012.75,,1,0,00:00:20
[Sim]F.US.MESH23,Long,2023-01-24  16:00:57.595 BP,2023-01-24  16:01:11.768 EP,4012.75,4010.25,1,1,1,-13.50,-383.00,-13.50 F,0.00,-12.50,0.00,-12.50,100.0%,-8.0%,-108.0%,1.00,4012.75,4010.25,,1,0,00:00:14
[Sim]F.US.MESH23,Short,2023-01-24  16:01:55.262 BP,2023-01-24  16:11:32.505 EP,4014.75,4017.25,1,1,1,-13.50,-396.50,-13.50 F,47.50,-12.50,47.50,-12.50,100.0%,-1.7%,-22.5%,1.00,4017.25,4005.25,,1,0,00:09:37
[Sim]F.US.MESH23,Short,2023-01-24  16:15:17.885 BP,2023-01-24  16:21:21.557 EP,4026.75,4020.50,1,1,1,30.25,-366.25,30.25 F,55.00,-1.25,55.00,-1.25,100.0%,56.0%,53.8%,1.00,4027.00,4015.75,,1,0,00:06:03
[Sim]F.US.MESH23,Short,2023-01-24  16:24:22.048 BP,2023-01-24  16:25:13.322 EP,4015.75,4018.25,1,1,1,-13.50,-379.75,-13.50 F,10.00,-12.50,10.00,-12.50,100.0%,-4.4%,-60.0%,1.00,4018.25,4013.75,,1,0,00:00:51
[Sim]F.US.MESH23,Short,2023-01-24  16:30:06.004 BP,2023-01-24  16:32:01.042 EP,4021.50,4023.75,1,1,1,-12.25,-392.00,-12.25 F,20.00,-11.25,20.00,-11.25,100.0%,-3.2%,-39.2%,1.00,4023.75,4017.50,,1,0,00:01:55
[Sim]F.US.MESH23,Short,2023-01-24  16:33:56.752 BP,2023-01-24  16:37:01.695 EP,4023.25,4015.75,1,1,1,36.50,-355.50,36.50 F,48.75,-6.25,48.75,-6.25,100.0%,77.7%,66.4%,1.00,4024.50,4013.50,,1,0,00:03:04
[Sim]F.US.MESH23,Long,2023-01-24  16:37:13.877 BP,2023-01-24  16:44:18.545 EP,4016.50,4025.50,1,1,1,44.00,-311.50,44.00 F,50.00,-7.50,50.00,-7.50,100.0%,89.6%,76.5%,1.00,4026.50,4015.00,,1,0,00:07:04
[Sim]F.US.MESH23,Short,2023-01-24  16:44:33.276 BP,2023-01-24  16:45:54.759 EP,4025.25,4026.50,1,1,1,-7.25,-318.75,-7.25 F,8.75,-6.25,8.75,-6.25,100.0%,-6.7%,-48.3%,1.00,4026.50,4023.50,,1,0,00:01:21
